,service,description,url,phone,url_phone
1240,Triple C Housing,"Triple C Housing is a nonprofit organization dedicated to providing safe, affordable housing and supportive services, fostering a compassionate and inclusive community. Their services include housing assistance, community development, and partnerships aimed at enhancing wellness and independence for vulnerable populations, including those impacted by homelessness. With a commitment to care and choice, Triple C Housing has expanded its portfolio to offer quality living spaces while ensuring that individuals and families receive the necessary support to thrive. Their holistic approach emphasizes empowerment and access to essential resources, making a significant impact on the lives of many.",https://www.triplechousing.org/,7326586636,https://www.triplechousing.org/contact-us/
1241,True Life Care,"True Life Care offers personalized mental health treatment in New Jersey, including Partial Hospitalization, Intensive Outpatient, and Outpatient Programs. Their services address various conditions like anxiety, depression, bipolar disorder, PTSD, and dual diagnosis. The facility employs evidence-based therapies such as Cognitive Behavioral Therapy, Dialectical Behavioral Therapy, and Trauma-Focused Therapy. True Life Care aims to empower individuals to take control of their mental wellness, fostering resilience and skill-building in a supportive environment. They also provide medication management and resources for substance use disorders. Insurance verification is available to assist clients in accessing care.",https://truelifecarementalhealth.com/,9737915314,https://truelifecarementalhealth.com/
1242,Twin Oaks Community Services,"Twin Oaks Community Services, part of Oaks Integrated Care, provides a wide range of behavioral health services, including mental health support, addiction treatment, and developmental disability services. With over 230 programs, they offer urgent mental health care, outpatient counseling, crisis stabilization, and in-home support. Their commitment to integrated care enhances holistic treatment options, ensuring clients receive comprehensive support. Established through community partnerships and mergers, Twin Oaks aims to empower individuals facing mental illness, addiction, or developmental challenges, helping them achieve overall wellness and a better quality of life.",https://oaksintcare.org/about/our-story/,6092650245,https://www.healthgrades.com/group-directory/nj-new-jersey/westampton/twin-oaks-community-services-xq5lgg
1243,Ukrainian History and Education Center,"The Ukrainian History and Education Center (UHEC) promotes Ukrainian cultural heritage through exhibitions, educational programming, and archives. With over 15,000 artifacts, the UHEC highlights folk and fine arts, textiles, and critical historical documentation. Their mission is to connect generations to Ukrainian history, spirituality, and culture while providing resources for researchers and educators. Upcoming events include seasonal subscription boxes with hands-on crafts and workshops on traditional Ukrainian arts like pysanky (Easter eggs). The center also offers a genealogy program, aiding individuals in discovering their Ukrainian roots.",https://ukrhec.org/,7323560132,https://ukrhec.org/
1244,Union County Fatherhood Initiative,"The Union County Fatherhood Initiative empowers young fathers, particularly men of color, by providing resources, mentorship, training, and support to enhance their parenting skills and community involvement. The initiative aims to nurture personal growth, helping fathers confidently engage in their children's lives and contribute positively to their communities. Addressing the critical need for guidance in fatherhood roles, UCFIC fosters a supportive network designed to strengthen family dynamics and reduce the impact of single-parent households. Their programs focus on education, community service, and building a robust coalition of fathers dedicated to their children's well-being.",https://ucnjfatherhood.org/,,https://ucnjfatherhood.org/
1245,Union County Fresh Start,"Union County’s Fresh Start Program provides essential mobile services, including showers, laundry, and restroom facilities, aimed at supporting individuals experiencing homelessness or housing instability. Operating on a first-come, first-served basis, the program connects participants with critical resources such as housing information, employment opportunities, and mental health services. Launched in 2021 by the Union County Department of Human Services, Fresh Start aims to reduce barriers to accessing these services by bringing them directly to communities. The program collaborates with various local organizations and regularly visits locations like the Elizabeth and Plainfield Public Libraries to enhance community outreach.",https://ucnj.org/press-releases/public-info/2023/03/29/union-countys-fresh-start-program-returns-april-6/,,https://www.facebook.com/story.php/?story_fbid=919024490263587&id=100064681327345
1246,Union County Homeless Hotline,"Skipped due to timeout, missing website, or no useful content found.",https://ucnj.org/department-of-economic-development/office-on-women/housingshelters/,9082494815,https://ucnj.org/press-releases/public-info/2018/08/07/new-24-hour-emergency-hotline-for-the-homeless-in-union-county/
1247,4/28/2021,"**Resource Name: 4/28/2021**

Airing on April 28, 2021, NJ Spotlight News, presented by THIRTEEN PBS, discusses New Jersey's plans to lift COVID-19 restrictions based on improved vaccination rates. Governor Phil Murphy announced upcoming changes in regulations to enhance public health safety as new COVID-19 vaccine doses are administered. The episode highlights various community outreach initiatives aimed at increasing vaccination acceptance, particularly among hesitant populations. It includes expert commentary on mask guidelines and the importance of remaining vigilant as the state transitions towards normalcy amidst ongoing health considerations.",https://www.pbs.org/video/nj-spotlight-news-april-28-2021-1619615751/,6093763500,https://www.nj.gov/education/roadforward/faqs/
1248,Unite Us,"Unite New Jersey is a coordinated care network that connects healthcare providers, government agencies, and nonprofit organizations to address community needs. Utilizing their software, partners can send secure referrals, coordinate social care, and access a resource directory. This network supports mental health initiatives and is free for community-based organizations involved in safety net services. Sponsored by organizations like AtlantiCare and Hackensack Meridian Health, Unite New Jersey aims to create lasting improvements in community health by unlocking essential resources and ensuring comprehensive care coordination.",https://uniteus.com/networks/new-jersey/,,https://uniteus.com/networks/new-jersey/
1249,Unite US,"Unite New Jersey is a collaborative network connecting healthcare, government, and nonprofit organizations to address community needs through a secure platform. It facilitates closed-loop referrals, predictive analytics, and social care revenue management, enhancing care coordination for individuals. Membership is free for community-based organizations, including health centers and mental health facilities. Sponsored by AtlantiCare, Hackensack Meridian Health, and Atlantic Health System, Unite New Jersey aims to create lasting positive change by streamlining access to essential services and fostering community engagement.",https://uniteus.com/networks/new-jersey/,,https://uniteus.com/networks/new-jersey/
1250,United Methodist Church,"The United Methodist Church of Greater New Jersey connects communities through ministries focused on transformation and support. They offer various resources for mental health, recovery efforts (notably post-Hurricane Ida), small groups, and leadership development initiatives. The church promotes healing through programs like ""A Journey of Healing: From Lamentation to Praise"" and provides diverse opportunities for worship, volunteering, and community engagement. Their mission includes fostering racial justice, disaster response, and overall well-being, encouraging individuals to practice hope and find belonging within their congregations.",https://www.gnjumc.org/,7323591000,https://www.gnjumc.org/contact/
1251,United Passaic Organization,"Skipped due to timeout, missing website, or no useful content found.",https://unitedpassaic.com/,7323591000,https://unitedpassaic.com/contact-2/
1252,United Reform Church (Food Bank),"The United Reform Church Food Bank, part of the Durham Housing Authority’s Resident Resources, provides essential food assistance to the community. This resource connects individuals to local food pantries and soup kitchens, offering hot meals and pantry items. It collaborates with various organizations to deliver both immediate food relief and ongoing support to those in need, including emergency housing services and job training, ensuring residents have access to nutritious food and additional resources for stability and recovery. Services are available to all community members facing food insecurity.",https://urcsomerville.org/index.php/community-programs/saturday-food-bank,7325601813,https://www.somersetfoodbank.org/need-help/locations/
1253,United Way,"The United Way of Northern New Jersey focuses on supporting families in financial hardship, particularly those identified as ALICE (Asset Limited, Income Constrained, Employed). Their initiatives include free tax preparation services, reliable child care through ""United In Care,"" and programs for workplace strategies to improve employee retention. They also offer volunteer opportunities and promote community engagement through various drives and campaigns. Their goal is to empower individuals and families while fostering community connections, advocating for ALICE families, and addressing essential needs like housing and healthcare.",https://www.unitedwaynnj.org/,9739931160,https://www.unitedwaynnj.org/contact-us
1254,United Way - Bergen,"United Way - Bergen focuses on building affordable homes for working families, veterans, older adults, and individuals with developmental disabilities. They offer various housing communities, including options that are actively developing and future projects. Beyond just housing, their mission encompasses creating supportive environments and community engagement. They also run special events and fundraising initiatives like the Charitable Flex Fund and workplace giving opportunities. For immediate assistance with housing and other essential services, they provide a confidential 24/7 resource hotline, 211, which covers various needs including mental health support.",https://bergenunitedway.org/,2012914050,https://bergenunitedway.org/
1255,United Way of Gloucester County,"The United Way of Gloucester County offers a range of community support services, focusing on collaboration and empowerment. Key initiatives include the LeadGC program, which develops leadership skills in professionals and community members, and the 365 Small Business Circle, promoting local business engagement. The organization encourages volunteerism and advocacy while facilitating donations to support funded agency programs. Events like the Annual Volunteer Leadership Event and networking opportunities provide chances for community involvement. United Way emphasizes interconnectedness and aims to improve overall community well-being through direct services and partnerships.",https://uwgcnj.org/,8568454303,https://uwgcnj.org/
1256,United Way of Northern New Jersey,"United Way of Northern New Jersey (UWNNJ) supports individuals and families facing financial challenges through various initiatives. They focus on ""ALICE"" (Asset Limited, Income Constrained, Employed) households, offering resources like free tax preparation, safe childcare solutions, and workplace strategies to promote employee retention. UWNNJ also fosters community connections and provides volunteer opportunities, encouraging civic engagement. Their programs aim to address the hardships of low-income families, helping them access essential services and improve their overall well-being. Through innovative solutions and advocacy, UWNNJ drives efforts to uplift vulnerable communities across northern New Jersey.",https://www.unitedwaynnj.org/,9739931160,https://www.unitedwaynnj.org/
1257,United Way Volunteer Tax Services,"United Way Volunteer Tax Services offers free tax preparation for individuals and families in Northern New Jersey, particularly targeting ALICE (Asset Limited, Income Constrained, Employed) and those in poverty. Utilizing the Volunteer Income Tax Assistance (VITA) program, trained volunteers help clients maximize their tax refunds by ensuring all deductions and credits are claimed. In addition to tax prep, the service promotes financial stability through tools for tax calculation, savings, career coaching, and financial education, assisting struggling households in saving on tax preparer fees and managing their finances more effectively.",https://www.unitedwaynnj.org/tax-preparation,9739931160,https://www.unitedwaynnj.org/tax-preparation
1258,Unity Recovery,"Unity Recovery offers a pre-chat survey through the 988 Lifeline, designed to assess immediate mental health or substance use needs. This resource connects individuals to professional support by facilitating tailored interventions based on respondents' answers. Unity Recovery provides a variety of services, including crisis intervention, resource referrals, and ongoing support for individuals seeking help. The focus is on personalized care that addresses specific challenges, empowering users to navigate their recovery journey effectively.",https://988lifeline.org/chat,8886289454,https://988lifeline.org/chat
1259,Universal Service Fund (USF),"The Universal Service Fund (USF) offers financial assistance to low and moderate-income households in New Jersey by providing monthly credits on natural gas and electric utility bills. This program operates alongside the federal Low Income Home Energy Assistance Program (LIHEAP). Eligible applicants can apply year-round online or via printed forms submitted to local agencies. Funding for USF comes from a surcharge on utility bills. For those not meeting eligibility requirements, additional energy assistance programs are available. Information concerning income limits and application procedures is readily accessible through various resources.",https://www.nj.gov/dca/dhcr/offices/usf.shtml,8662401347,https://www.nj.gov/dca/dhcr/offices/usf.shtml
1260,University Radiology,"University Radiology offers comprehensive diagnostic imaging services across New Jersey, including PET-CT, MRI, CT scans, ultrasounds, mammography, and more. With 23 locations, they provide walk-in X-ray services and extensive subspecialty care in areas such as neuroradiology, orthopedic imaging, and women’s health. The center emphasizes patient convenience with real-time scheduling, preparation guidelines, and online access to reports. Additionally, they manage clinical trials and maintain partnerships with various healthcare institutions to enhance patient care and research initiatives. Advanced technologies and professional expertise ensure high-quality imaging for accurate diagnosis and treatment.",https://www.universityradiology.com/,7323900033,https://www.universityradiology.com/contact
1261,University Radiology at Jersey Shore,"University Radiology at Jersey Shore offers comprehensive imaging services, including PET-CT, MRI, CT, ultrasound, mammography, and diagnostic X-rays. They specialize in various subspecialties such as neuroradiology, orthopedic imaging, pediatric radiology, and women's diagnostics, including advanced breast imaging techniques. Patients can access walk-in X-ray services and participate in health screening programs. Interventional radiology and nuclear medicine services are also available. The facility is involved in clinical trials and research, emphasizing patient safety with initiatives like ImageWisely® and ImageGently®. Multiple locations are accessible throughout New Jersey for convenient patient care.",https://www.universityradiology.com/locations/hospitals/jersey-shore-university-medical-center,7327755500,https://www.universityradiology.com/locations/hospitals/jersey-shore-university-medical-center
1262,Urban League of Morris County,"The Urban League of Morris County focuses on empowering individuals and families through various programs. Their offerings include Computer Training, English as a Second Language, and various Employment Programs, such as Pre-Apprenticeship and Youth Employment. Additionally, they provide Housing assistance and mentoring through their Youth Mentorship and Next Gen Programs. Committed to community enhancement, the organization is currently running a capital campaign to raise $500,000, aimed at expanding their outreach and support initiatives.",https://www.ulmcnj.org/,,https://www.ulmcnj.org/
1263,Urban League of Union County,"The Urban League of Union County (ULUC) is a non-profit organization focused on empowering marginalized communities in Elizabeth, NJ, since 1944. It offers vital programs including Mental Health and Wellness initiatives, which encompass the ""Flip Da Script"" program aimed at improving mental health outcomes. Other services include housing assistance, community development, youth entrepreneurship, and a reentry program for formerly incarcerated individuals. ULUC also fosters community engagement through auxiliary groups and events, promoting education, advocacy, and economic empowerment within the community.",https://uloucnj.org/,9083517200,https://uloucnj.org/
1264,Urgent Care,"RWJBarnabas Health’s Urgent Care facilities across New Jersey offer prompt medical attention for non-life-threatening conditions requiring immediate care. Staffed by board-certified physicians and dedicated professionals, these centers are equipped to handle a variety of urgent issues, including minor injuries, respiratory problems, and persistent fevers. Open 24/7, the facilities utilize advanced diagnostic technology, including x-ray capabilities, ensuring swift, comprehensive treatment for walk-in patients. The Urgent Care service prioritizes patient needs, providing timely responses to health concerns in a supportive environment.",https://www.rwjbh.org/treatment-care/urgent-care/,8887247123,https://www.rwjbh.org/treatment-care/urgent-care/
1265,Urgent Care Clinic In Somerset,"The Urgent Care Clinic in Somerset offers convenient walk-in services for both adults and pediatrics, open seven days a week from 8 am to 8 pm on weekdays and 8 am to 4 pm on weekends. Patients can receive treatment for illnesses, minor injuries, physical exams, and x-ray services. Additional services include Covid-19 testing, labs and blood work, women’s health, skincare, and weight loss management. The clinic emphasizes quick, high-quality care with minimal wait times, ensuring patients are seen promptly and effectively without the need for emergency room visits.",https://liveurgentcare.com/locations/somerset/,8887247123,https://liveurgentcare.com/locations/somerset/
1266,US Citizenship and Immigration Services,"US Citizenship and Immigration Services (USCIS) field offices are dedicated locations providing crucial immigration services across the U.S. and territories. By appointment only, they handle non-asylum case interviews, naturalization ceremonies, and in-person assistance for specific scenarios. Visitors can utilize online tools to schedule appointments, check case statuses, and access necessary forms. It's essential to avoid walk-ins and check for any office closures before visiting. USCIS emphasizes safety regulations prohibiting weapons and unauthorized recordings in these facilities. The offices are committed to providing support while safeguarding against immigration scams.",https://www.uscis.gov/about-us/find-a-uscis-office/field-offices,8003755283,https://www.uscis.gov/contactcenter
1267,US Department of Justice Atty General,"The U.S. Department of Justice, District of New Jersey, is dedicated to enforcing federal law, including criminal and civil prosecutions. This office tackles issues such as terrorism, corruption, organized crime, and civil rights violations. It offers various resources, including victim-witness assistance and community outreach programs. The office is supported by over 170 attorneys and several federal investigative agencies, ensuring a comprehensive approach to justice. Additionally, it provides information for crime victims and updates on legal proceedings, reflecting its commitment to transparency and public service.",https://www.justice.gov/usao-nj,6098822000,https://www.njoag.gov/contact/offices/
1268,US Department of Veterans Affairs,"The US Department of Veterans Affairs offers a comprehensive range of services for veterans, including health care, mental health support, housing assistance, educational benefits, and employment resources. Veterans can connect with local services through Veterans Service Offices, access peer support, participate in the Veterans Diversion Program, and gain assistance via specialized hotlines. The department also emphasizes community integration through initiatives like Unite NJ Veterans, providing essential connections for veterans and their families to various resources fulfilling their needs. Additionally, the VA is involved in advocacy for improved health care access and quality for veterans nationwide.",https://www.nj.gov/military/veterans/,6095304600,https://www.nj.gov/military/contact-us/
1270,USA Karate Academy Green Brook,"USA Karate Academy Green Brook offers a comprehensive range of martial arts classes for all ages, from preschoolers (ages 3-4) to adults (ages 18+). Their programs focus on self-defense, confidence-building, and essential life skills, such as discipline and respect. The academy also hosts engaging summer camps and stress-free birthday parties. With a commitment to creating a supportive environment, USA Karate Academy empowers students to achieve their personal goals and improves their physical fitness while ensuring fun and community engagement. Discover the benefits of martial arts in a welcoming atmosphere dedicated to individual growth and development.",https://usakarateacademy-greenbrook.com/,7324332898,https://usakarateacademy-greenbrook.com/
1271,USF/LIHEAP & Weatherization Assistance Program,"The USF/LIHEAP & Weatherization Assistance Program provides essential energy assistance to low-income individuals and families across the United States. This program helps eligible households with heating and cooling costs, ensuring they maintain safe living conditions. Additionally, it offers weatherization services aimed at improving energy efficiency in homes, such as insulation and energy-efficient upgrades, leading to reduced utility bills and enhanced comfort. The program aims to alleviate the financial burden associated with energy costs, particularly during extreme weather conditions, ultimately supporting community health and well-being.",https://www.nj.gov/dca/divisions/dhcr/forms/docs/heaappl.pdf,8662401347,https://www.nj.gov/dca/dhcr/offices/usf.shtml
1272,USGA Golf Museum,"The USGA Golf Museum, located in Liberty Corner, New Jersey, showcases the heritage and evolution of golf through extensive exhibits, including artifacts and interactive displays. Open Tuesday to Sunday from 10 AM to 5 PM, the museum features the Pynes Putting Course, a fun 16,000-square-foot putting green inspired by the Himalayas course in Scotland. Admission is $15 for adults, with discounts for seniors and children. The venue also hosts events and offers a gift shop with golf memorabilia. The museum is wheelchair accessible, ensuring a welcoming experience for all visitors.",https://www.usga.org/history/visit-the-museum.html,,https://www.usga.org/history/visit-the-museum.html
1273,Utility Assistance Programs,"Utility Assistance Programs in New Jersey provide essential support for low- and moderate-income households struggling to pay utility bills. Programs include the Universal Service Fund (USF), which offers monthly credits on energy bills, and the Home Energy Assistance Program (HEAP) for heating costs. Additional resources, such as the Payment Assistance for Gas and Electric (PAGE) program and Comfort Partners, aim to lower bills and enhance home safety. Customers facing disconnection can apply for aid to avoid shutoffs, especially during winter months. Eligibility screening and applications can be completed online or through local agencies.",https://www.nj.gov/bpu/assistance/programs/,8006240241,https://www.nj.gov/bpu/assistance/programs/
1274,Vaccine Finder,"Vaccine Finder is a resource provided by the State of New Jersey that helps individuals locate COVID-19 vaccination sites. It emphasizes the importance of vaccination for everyone aged six months and older, particularly for vulnerable populations like those over 65 or with underlying health conditions. The site offers options for uninsured individuals, information about vaccines for homebound persons, and local vaccination events. Users can find vaccination locations via their healthcare provider, text services, or community events, ensuring accessibility and support for maintaining public health through vaccination.",https://www.nj.gov/health/covid-19/information/vaccines/,18002320233,https://www.nj.gov/health/covid-19/information/vaccines/
1275,Valeritas,"Valeritas is a medical technology company based in Bridgewater, NJ, specializing in innovative solutions for diabetes management. Their flagship product, V-Go, is a wearable insulin delivery device designed for adults with Type 2 diabetes, enabling continuous subcutaneous insulin infusion and on-demand bolus dosing. This discreet device simplifies insulin management by eliminating the need for multiple daily injections, closely mimicking the body's natural insulin response. V-Go has been shown to effectively lower A1C levels with less insulin, empowering patients to manage their diabetes conveniently and improve their overall health.",https://www.linkedin.com/company/valeritas,,
1276,Valley Spring,"Valley Spring Recovery Center in Norwood, NJ, offers comprehensive drug and alcohol rehabilitation with same-day admissions. Their personalized treatment plans address a range of substance use issues, including alcohol, opioids, and behavioral addictions. With a multidisciplinary team, they provide evidence-based therapies such as Cognitive Behavioral Therapy and Medication-Assisted Treatment. Their programs include Partial Hospitalization, Intensive Outpatient, and telehealth options, allowing flexibility for working professionals. Valley Spring emphasizes holistic healing and family integration, partnering with major insurers and providing transportation assistance for clients in New Jersey and New York.",https://valleyspringrecovery.com/,8559245320,https://valleyspringrecovery.com/
1277,Valley Spring Recovery Center,"Valley Spring Recovery Center, located in Norwood, NJ, offers comprehensive drug and alcohol rehabilitation with same-day admissions. Their personalized treatment plans address various substance use disorders and co-occurring mental health issues. The center provides diverse programs, including Partial Hospitalization, Intensive Outpatient, and Outpatient care, complemented by telehealth options. Therapies utilized include Cognitive Behavioral Therapy, EMDR, and medication-assisted treatment. They emphasize a holistic approach, incorporating family integration, life skills training, and experiential therapies to foster sustainable recovery. The facility accepts most major insurance plans and offers modern, supportive housing for clients.",https://valleyspringrecovery.com/,8559245320,https://valleyspringrecovery.com/
1278,Van Harlingen Historical Society,"The Van Harlingen Historical Society (VHHS) is dedicated to preserving and promoting the history of Montgomery Township, New Jersey. Founded in 1965, it offers educational programs, publications, and exhibits that illuminate local heritage. The society facilitates community involvement through membership, hosts events, and provides access to historical resources in its library. Visitors can explore significant historical sites, including the Dirck Gulick House, and engage with the area's rich past through various activities such as photo contests and special presentations on topics like the Underground Railroad. Participate in strengthening community bonds by learning about shared history.",https://vanharlingen.org/,,https://vanharlingen.org/
1279,Van Saun County Park,"Van Saun County Park spans over 130 acres, offering a variety of recreational opportunities for all ages. Enjoy amenities like baseball and softball fields, tennis courts, picnic areas, and an ADA accessible Harmony Playground with a water feature. Active pursuits include catch-and-release fishing and over three miles of biking and walking paths. The park also features a Bergen County Zoo, a millennium carousel, and a miniature train ride. Seasonal pony rides provide additional family fun, making it a versatile destination for both active and passive recreation.",https://www.co.bergen.nj.us/parks-recreation-areas/van-saun-county-park,2013367275,https://www.co.bergen.nj.us/parks-recreation-areas/van-saun-county-park
1280,Vantage Health,"Vantage Health System, a non-profit organization in Bergen County, NJ, offers comprehensive mental health and addiction services for individuals of all ages. Their programs include outpatient services, day treatment, residential care, senior services, and support groups. Committed to recovery and wellness, Vantage Health employs a personalized approach based on individual strengths and goals. With a diverse team of credentialed professionals, they aim to provide holistic care that integrates mental and physical health. Vantage also encourages community involvement through volunteering and donations, fostering a supportive environment for those facing life’s challenges.",https://vantagenj.org/,2015670059,https://vantagenj.org/
1281,Vein Institute of NJ at the Cardiovascular Care Group,"The Vein Institute of New Jersey, part of the Cardiovascular Care Group, is a leading facility specializing in the diagnosis and treatment of venous diseases, including varicose and spider veins. With a team of board-certified vascular surgeons, the institute offers advanced treatments like sclerotherapy, endovenous laser therapy, and ambulatory phlebectomy. Known for exceptional patient care and 24/7 support, the center is recognized as a ""Center of Excellence"" and has been enhancing patient outcomes since 1963. They emphasize a comprehensive approach, ensuring patients achieve both aesthetic and health improvements.",https://www.veininstitutenj.com/,9735396900,https://www.veininstitutenj.com/contact/
1282,Vermeule Mansion,"Vermeule Mansion, located in North Plainfield, New Jersey, is a historic site recognized for its architectural significance, blending Second Empire and Colonial Revival styles. Added to the National Register of Historic Places in 2004, it serves as the Vermeule Community Center, facilitating community events and activities. Additionally, the mansion houses The Fleetwood Museum of Art and Photographica, showcasing an extensive collection of cameras and artworks by Benjamin and Matilda Fleetwood. Its rich history and cultural offerings make it a valuable resource for both local residents and visitors.",https://en.wikipedia.org/wiki/Vermeule_Mansion,9087567810,https://www.njkidsonline.com/directory/42703/vermeule-mansion-van-derventerbrunson-house
1283,Veteran's Clothing Closet (Catholic Charities Diocese of Paterson,"The Veteran's Clothing Closet, operated by Catholic Charities Diocese of Paterson, offers free clothing, hygiene products, and small household items to veterans in need. Located in Passaic, Hudson, Bergen, and Sussex Counties, it caters to both male and female veterans, providing essential items for daily living or professional interviews, such as jeans or suits. This program is part of a broader initiative aimed at supporting veterans with various needs, including the Supportive Services for Veteran Families (SSVF). The welcoming environment encourages veterans to access the resources they require to regain stability.",https://ccpaterson.org/veteranaposs-clothing-closet-upp,9738183601,https://ccpaterson.org/veteranaposs-clothing-closet-upp
1284,Veterans Crisis Line,"The Veterans Crisis Line offers 24/7, confidential support for Veterans, service members, and their loved ones facing crises. Accessible through phone, chat, or text, the service connects callers to qualified responders who provide immediate assistance and resources. You don't need to be enrolled in VA benefits to reach out. This resource aims to foster connection and understanding, offering help regardless of the situation, while prioritizing privacy and security. It also helps identify signs of crisis and provides local resources to support ongoing mental health needs.",https://www.veteranscrisisline.net/,8447025493,https://www.veteranscrisisline.net/
1285,Veterans Resource,"The New Jersey Department of Military and Veterans Affairs (DMAVA) offers comprehensive support for veterans, connecting them to essential services through the Unite NJ Veterans network. Resources include benefits, behavioral health services, housing assistance, peer support, and more for veterans and their families. DMAVA manages Veterans Service Offices across all counties, operates Veterans Haven North/South for homeless veterans, and provides access to military records. The division emphasizes mental health support through training and suicide prevention efforts, ensuring a robust system for enhancing the well-being of New Jersey’s veteran community.",https://www.nj.gov/military/veterans/,8446711019,https://www.nj.gov/military/veterans/services/vso/
1286,Veterans Services,"The New Jersey Department of Military and Veterans Affairs offers comprehensive Veterans Services aimed at supporting the state's military and veteran community. Key resources include Veterans Service Offices, housing programs like Veterans Haven North and South, and connections through the Unite NJ Veterans platform for social services. They provide assistance with military records, benefits, health care, and peer support, as well as specialized programs for women veterans. Ongoing initiatives include a crisis hotline, outreach programs, and events like Veterans Stand Down to ensure veterans have access to essential services and community support.",https://www.nj.gov/military/veterans/,8446711019,https://www.nj.gov/military/veterans/services/vso/
1287,Vineland Community Pharmacy (Complete Care),"CompleteCare Community Pharmacy in Vineland offers comprehensive health services, including primary medical care that spans adult, family, pediatric, and senior care. Patients can access mental health care with counseling, psychiatry, and addiction services. Additional offerings include flu shots, dental and women's health services, and specialized care in various fields like internal medicine and podiatry. Family-oriented programs such as Baby Love and Kids’ Corner cater to young patients. The pharmacy provides affordable medications and health solutions, ensuring a holistic approach to community health. Visit the Vineland Health Campus at 785 West Sherman Ave. for these services.",https://completecarenj.org/cumberland-county/completecare-community-pharmacy-vineland/,8566961861,https://completecarenj.org/cumberland-county/completecare-community-pharmacy-vineland/
1288,Vineland Health Campus (CompleteCare),"The Vineland Health Campus (CompleteCare) offers comprehensive healthcare services, including primary medical, dental, and mental health care. Patients can access a variety of services such as counseling therapy, psychiatry, addiction support, and specialized care for all ages—from pediatrics to senior health. Additional programs include women's and men's health services, flu shots, and telemedicine options. The campus emphasizes patient-centered care in a state-of-the-art facility, enhancing community well-being in Cumberland County, NJ. With dedicated programs like the Fresh Start Opioid Addiction Program, it aims to support mental health and overall health needs.",https://completecarenj.org/cumberland-county/vineland-health-campus/,8564514700,https://completecarenj.org/cumberland-county/vineland-health-campus/
1289,Vineland Ministerium Food Bank by Vineland First United Methodist Church,"The Vineland Ministerium Food Bank, operated by Vineland First United Methodist Church, provides essential food assistance to individuals and families facing food insecurity. This resource is particularly vital during challenging times, such as the COVID-19 pandemic, offering non-perishable food items and hygiene products. The food bank aims to alleviate hunger in the community, ensuring that those in need have access to nutritious meals. Support services may include emergency food distribution and referrals to additional community resources for comprehensive assistance.",https://www.findhelp.org/vineland-first-united-methodist-church--vineland-nj--vineland-ministerium-food-bank/5936043121967104?postal=08360,,https://www.findhelp.org/vineland-first-united-methodist-church--vineland-nj--vineland-ministerium-food-bank/5936043121967104?postal=08360
1290,Vineland RiteCare At Shoprite (CompleteCare),"Vineland RiteCare at Shoprite, part of CompleteCare Health Network, offers comprehensive healthcare services including primary medical and specialized care for all age groups, such as pediatrics, adult, senior, and women’s health services. Mental health support includes counseling therapy, psychiatry, and addiction services. The facility also provides preventive services like flu shots, a pharmacy program, and various school-related services. Patients can access care in a state-of-the-art environment and utilize telemedicine options. Located at 1255 West Landis Ave, it operates Monday to Friday, with extended hours for convenience.",https://completecarenj.org/cumberland-county/ritecare/,8564514700,https://completecarenj.org/cumberland-county/ritecare/
1291,Vineland Soup Kitchen,"The Vineland Soup Kitchen, operated by Spirit & Truth Ministries in Vineland, NJ, serves as a vital resource for low-income and food-insecure individuals. Open Monday to Friday, it offers a nutritious hot breakfast from 8:00 am to 9:00 am and lunch from 10:00 am to 11:30 am. For over 30 years, it has been the only free soup kitchen in the city, providing not only meals but also personal care items and clothing during winter. Social service groups also visit to offer additional support, enhancing the community’s well-being.",https://www.vinelandsoupkitchen.org/,8566922603,https://www.vinelandsoupkitchen.org/
1292,Vineland Women’s Medical Professionals (CompleteCare),"Vineland Women’s Medical Professionals, part of the CompleteCare Health Network, offers comprehensive healthcare services including primary medical care, mental health support, and women's health services. Their mental health care includes counseling therapy, psychiatry, and addiction services. Additional offerings encompass family, pediatric, and senior care, as well as dental services, flu shots, and specialized care in gynecology, infectious disease, and more. Their facilities are located in Vineland and surrounding areas, with convenient hours and telemedicine options available. The Baby Love Program and various youth-focused services support children and teens.",https://completecarenj.org/cumberland-county/vineland-womens-care/,8564514700,https://completecarenj.org/cumberland-county/vineland-womens-care/
1293,Visionworks Doctors of Optometry,"Visionworks Doctors of Optometry offers comprehensive eye care services, including routine eye exams, contact lens fittings, and evaluations for visual disorders. They provide personalized consultations to address specific eye health needs, ensuring patients receive tailored advice and treatment options. In addition to eye exams, Visionworks also features a wide selection of eyewear, including glasses and sunglasses, with an emphasis on fashionable designs and lens technology. Their mission is to improve vision health and enhance the overall well-being of their patients through attentive and accessible optometric care.",https://locations.visionworks.com/site-map/US/NJ,,https://locations.visionworks.com/site-map/US/NJ
1294,VITA Tax Preparation Program,"The VITA Tax Preparation Program, offered by the New Jersey Division of Taxation, provides free tax preparation services to low- to moderate-income individuals, people with disabilities, and non-English speaking taxpayers. Trained IRS volunteers assist clients in preparing both federal and state income tax returns, ensuring fast and accurate electronic filing. VITA sites also help eligible individuals claim Earned Income Tax Credits (EITC). Locations can be found through the IRS Site Locator, making it accessible during tax season for those requiring support in filing their taxes.",https://www.nj.gov/treasury/taxation/vita_tce/freeservices.shtml,2012214705,https://nj211.org/nj-free-tax-assistance-locations
