service,description,url,phone,url_phone,address,action
Rowan Fitness Center,"The Rowan Fitness Center is located at 232 Victoria Street, Glassboro, NJ, across from Inspira. It is open to all students with a Rowan ID and offers memberships to employees, alumni, and Nexus residents aged 18 and older. The center features a variety of equipment including cardio machines, strength training gear, power racks, and functional training spaces within a 17,000 square foot facility. 

**Hours of Operation:** Not specified on the provided resource.

**Requirements:** 
- Students must present a Rowan ID.
- Employees must show their University ID.
- Alumni need to provide proof of alumni status (transcript, alumni card, or diploma).
- Payment is accepted by credit card only.
- Members may sponsor up to 2 guests on weekends for $10 each, with guests needing to present a valid ID to verify their age (18+). 

For inquiries, the contact number is 856-256-5900.",https://sites.rowan.edu/rec/facilities/fitness_center.html,8562565900,https://sites.rowan.edu/rec/facilities/fitness_center.html,"232 Victoria Street, Glassboro, New Jersey 08028",Visit the Rowan Fitness Center with your Rowan I.D. for access to the facility.
Rowan REC Center,"Campus Recreation at Rowan University is dedicated to promoting a healthy lifestyle and providing programs, services, and facilities in a safe, welcoming, and inclusive environment. Membership is automatically included for students enrolled in 3 or more credits through the student activities fee. The facility offers various activities including sport clubs, aquatics, intramural sports, and group fitness classes. For the most current hours of operation, which may vary during breaks and holidays, visit their website. Contact the Rec Center at (856) 256-4900 or the Fitness Center at (856) 256-5900. The campus is located at 201 Mullica Hill Road, Glassboro, New Jersey 08028.",https://sites.rowan.edu/rec/,8562564900,https://sites.rowan.edu/rec/,"201 Mullica Hill Road, Glassboro, New Jersey 08028","Download the ""Rowan Campus Rec"" mobile app for up-to-date information."
Rutgers Community Christian Church,,,,,,
Runnells Center for Rehabilitation and Healthcare,"Runnells Care Center is located at 40 Watchung Way, Berkeley Heights, NJ. They offer various services including subacute rehab, long-term care, memory care for Alzheimer's and dementia patients, and respite care for caregivers. The center provides 24/7 support in a nurturing environment and emphasizes compassionate care. For inquiries, contact them at 908-771-5700. Specific hours of operation are not listed, but potential clients can schedule tours, including virtual ones, to learn more about the facility and its services.",https://runnellscarecenter.com/,9087715700,https://runnellscarecenter.com/,"40 Watchung Way Berkeley Heights, NJ",Schedule a tour.
Rutgers Behavioral Health Care,"Rutgers University Behavioral Health Care offers a comprehensive range of mental health services, including suicide prevention through their Hopeline (988) and Access Center (1-800-969-5300). Locations include Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway. The facility provides various clinical programs and resources for employees, students, and residents. Appointments can be scheduled by calling the Access Center at (800) 969-5300. The services are available 24 hours for crisis support. Additional programs focus on continuing education, community resilience, and specialized training initiatives.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/,"Rutgers, The State University of New Jersey, Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway",Call the Access Center at (800) 969-5300 to schedule an appointment.
Rutgers UBHC,"Rutgers University Behavioral Health Care offers a range of mental health services across multiple locations in New Jersey, including Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway. Services include a 24-hour support helpline (988 for suicide crises), Employee Assistance Programs, and various wellness programs for students and residents. Appointments can be scheduled by calling the Access Center at 1-800-969-5300. Operating hours are not explicitly stated, but 24-hour helpline support is available. Users should be aware of the resources available based on their needs, including clinical services and educational programs.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/,"Rutgers University of Behavioral Health Care, Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway, New Jersey",Call the Access Center at 1-800-969-5300 to schedule an appointment.
Rutgers University Behavioral Health Care,"The Rutgers University Behavioral Health Care offers various mental health services across several locations including Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway. Key resources include a 24-hour suicide prevention hotline (988) and an access center for appointments (1-800-969-5300). Services are available to employees, students, and residents, and programs include Employee Assistance, Student Wellness, and resilient resources. Additional offerings encompass outpatient and inpatient care, community-based services, and educational resources. For appointments, clients are encouraged to call the access center.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/,"Rutgers, The State University of New Jersey, Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway","For the latest COVID-19 - Coronavirus information and updates from Rutgers University, click here."
Rutgers University Behavioral Health Care,"Rutgers University Behavioral Health Care provides a variety of mental health services across several locations in New Jersey, including Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, and Piscataway. For appointments, individuals can call the Access Center at (800) 969-5300. The facility operates a 24-hour support call center and offers various programs, including a Suicide Prevention Hopeline (988) and specialized wellness programs for employees, students, and residents. Services cater to different needs, including emergency, inpatient, outpatient, and community-based programs.",https://ubhc.rutgers.edu/,8009695300,https://ubhc.rutgers.edu/,"Rutgers University of Behavioral Health Care, Cherry Hill, Edison, Monmouth Junction, New Brunswick, Newark, & Piscataway",Click here for the latest COVID-19 - Coronavirus information and updates from Rutgers University.
RWJ University Hospital Somerset,"Robert Wood Johnson University Hospital Somerset is located at 110 Rehill Avenue, Somerville, NJ 08876. The hospital is part of the RWJBarnabas Health network and offers a wide array of medical services including specialty care in cardiovascular health, cancer, orthopedics, and women's health. 

Current visitation guidelines are temporarily changed, so it's recommended to review them before visiting. For inquiries, you can reach them at (908) 685-2200. The hospital does not specify its hours of operation on the website; it's advisable to contact them directly for this information. Additionally, there's a variety of accepted insurances and other patient resources available.",https://www.rwjbh.org/rwj-university-hospital-somerset/,9086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/patients-visitors/phone-directory/,"110 Rehill Avenue, Somerville, NJ 08876",Read the new visitation guidelines before you visit.
Ryan White Program,,,3014431993,https://ryanwhite.hrsa.gov/about/contacts,,
RWJBarnabas Health medical group (Formerly RWJ Physician Enterprise),"RWJBarnabas Health Medical Group offers comprehensive primary and specialty care across New Jersey. They feature a wide range of services, including cardiology, oncology, orthopedics, and neurology, among others. 

Location: Multiple facilities throughout New Jersey. 

Hours: Varies by location and specialty; please check specific facility for exact hours.

Requirements: Patients are encouraged to use MyChart for managing health records. A wide range of insurances are accepted. It is advisable to check accepted insurance plans before scheduling an appointment. Telehealth services are also available.",https://www.rwjbh.org/rwjbarnabas-health-medical-group/,8887247123,https://www.rwjbh.org/contact-rwjbarnabas-health/,"```plaintext
```
",Sign up for MyChart to manage your care.
RWJBH Institute for Prevention and Recovery Quit Center,"The Nicotine and Tobacco Recovery Program at RWJBarnabas Health provides support for individuals looking to quit smoking or vaping. The program, offered across Essex, Mercer, Middlesex, Monmouth, Ocean, and Union counties in New Jersey, features certified professionals delivering evidence-based treatment, including both individual and group sessions. The program is free and runs for 8 weeks, including nicotine replacement therapy and various cessation tools. 

Contact for more information:
- Phone: 833-795-QUIT (833-795-7848)
- Email: quitcenter@rwjbh.org

Location: 
- RWJBarnabas Health Behavioral Health Center, 1691 U.S. Highway 9, CN 2025, Toms River, NJ 08754

Hours of operation are not specified, so it is recommended to call for details. No specific requirements for participation are mentioned, but individuals are encouraged to contact the center for a confidential assessment.",https://www.rwjbh.org/treatment-care/institute-for-prevention-and-recovery/programs/nicotine-and-tobacco-recovery-program/,833795QUIT,https://www.rwjbh.org/treatment-care/institute-for-prevention-and-recovery/programs/nicotine-and-tobacco-recovery-program/,"95 Old Short Hills Road, West Orange, NJ 07052",Contact the Nicotine and Tobacco Recovery Program for a confidential assessment at 833-795-QUIT (833-795-7848).
"RWJBarnabas Health and Rutgers Cancer Institute, Mammogram","RWJBarnabas Health offers mammograms across various locations in New Jersey, with advanced technology for breast health monitoring and cancer screening. Key locations include:

- Cristie Kerr Women's Health Center, Jersey City
- RWJBarnabas Health Ambulatory Care Center, Livingston
- Jacqueline M. Wilentz Breast Centers in Howell and Colts Neck
- New Jersey Imaging Network facilities in Mahwah, Jersey City, Hoboken, and other towns.

The centers operate at different hours, and it's advisable to contact them directly for specific operating times and to schedule appointments. A referral may be needed based on individual risk factors and medical history. For more information or to schedule, call (877) 393-5374 or visit their website.",https://www.rwjbh.org/treatment-care/radiology-and-diagnostic-imaging/mammogram/,7322352465,https://cinj.org/about-cinj/contact-us,"377 Jersey Avenue, Ground Floor, Medical Office Building, Jersey City, NJ 07302",Request a mammogram appointment.
S&N Apartments I and II,"Catholic Charities, Diocese of Paterson operates S&N Apartments in Clifton, New Jersey, providing supportive housing for individuals with intellectual and developmental disabilities. The organization offers a range of services including crisis intervention, food assistance, housing support, and programs for veterans and seniors. The location is 777 Valley Road, Clifton, NJ 07013. While specific operating hours are not listed, the apartments are currently operational and taking precautions to ensure safety amidst ongoing health concerns. To access services, individuals may need to meet eligibility requirements based on specific programs offered. For more details or assistance, individuals can reach out via email or visit their website.",https://ccpaterson.org/snapartresponse,,https://ccpaterson.org/snapartresponse,"777 Valley Road, Clifton, NJ 07013","Contact Catholic Charities, Diocese of Paterson for assistance or more information on their services."
S-COPE Statewide Clinical Outreach Program for the Elderly,"The S-COPE Outreach Program for the Elderly is a crisis response and clinical consultation team based in New Jersey, specifically designed for adults aged 55 and older residing in nursing facilities. It operates through an interdisciplinary team including geropsychiatrists, advanced practice nurses, registered nurses, social workers, and clinicians trained in geriatrics. The program is funded by the Department of Health and managed by Trinitas Regional Medical Center. 

S-COPE aims to address psycho-geriatric challenges, provide training, and support older adults in long-term care facilities to enhance their quality of life. The program has four offices across New Jersey and responds to crisis calls seven days a week.

Location: S-SCOPE c/o Mobin Chadha, 300 North Avenue, East, Cranford, New Jersey 07016. 
Hours: Crisis response available 7 days a week.
Requirements: Designed for adults aged 55+ in nursing facilities. 

For referrals or inquiries, contact them toll-free at 1-855-718-2699.",https://www.njltclc.org/scope.html,9089945000,https://www.rwjbh.org/trinitas-regional-medical-center/treatment-care/senior-health/,"300 North Avenue, East, Cranford, New Jersey 07016",Call the toll-free number 1-855-718-2699 to inquire about the S-COPE Outreach Program for the Elderly.
Safe + Sound Somerset,"The Aks Foundation is a registered NGO based in Pune, India, established in 2008 to address issues of gender-based violence, domestic violence, and sexual assault. They offer a 24/7 crisis line for victims of abuse, providing emotional and logistical support through trained counselors. Legal counsel is also available to help individuals understand their rights and navigate the legal system related to domestic violence.

Location: Pune, India  
Crisis Line: +91 8793 088 814 (24/7)  
Requirements: Open to all victims of gender-based violence seeking support.",https://aksfoundation.org/,8793088814,https://aksfoundation.org/,,Call the 24/7 Crisis Line at +91 8793 088 814 if you or someone you know is facing abuse.
Safe Helpline,"Safe Helpline provides anonymous and confidential crisis support for members of the Department of Defense (DoD) community and their loved ones affected by sexual assault. The helpline services include an online helpline, telephone helpline, Safe Helpline app, and Safe HelpRoom. The resource is designed to offer information and assistance to survivors, responders, and leaders within the military context. 

Location: Available online and via telephone.
Hours: 24/7 support.
Requirements: Services are specifically for members of the DoD community and their loved ones.",https://www.safehelpline.org/,8779955247,https://safehelpline.org/,,"Click ""Get Help Now"" to access immediate support services."
Safe Harbor & Port Refuge (SHIPS),"Safe Harbor - Port of Refuge is part of the Samaritan Homeless Interim Program, located at 87 East High Street, Somerville, NJ, 08876. It operates Monday through Friday from 8:30 AM to 2:00 PM. The program provides emergency housing, food, clothing, personal health items, and referrals for individuals who are homeless or near homeless, particularly those with substance abuse and mental health challenges. Services are offered free of charge and aimed at under-served populations, including the poor, working poor, and those with health issues. Clients receive assistance with dignity and respect, ensuring that those in need are not lost in the system.",https://www.ship908.com/safe-harbor-overview,9083939545,https://www.ship908.com/safe-harbor-overview,"87 East High Street, Somerville, New Jersey 08876",Donate clothing or personal health items to the Samaritan Homeless Interim Program.
Safe+Sound Somerset,"The Aks Foundation, established in 2008 and located in Pune, India, is a registered NGO focused on supporting victims of gender-based violence, domestic violence, and sexual assault. They operate a 24/7 crisis line, reachable at +91 8793 088 814, providing emotional and logistical support to individuals in need. The foundation also offers legal counsel, community education programs, and corporate awareness initiatives. There are no specific requirements to access their services, and they are dedicated to promoting a violence-free society through outreach and education.",https://aksfoundation.org/,8793088814,https://aksfoundation.org/,,Call the 24/7 Crisis Line at +91 8793 088 814 for support if you or someone you know is facing abuse.
Safe+Sound Somerset,"Aks Foundation is a registered NGO based in Pune, India, focused on addressing gender-based violence, domestic violence, and sexual assault. They provide support to victims across the country through various services, including a 24/7 crisis helpline at +91 8793 088 814, legal counsel, community education, and corporate outreach programs. The foundation aims to educate and sensitize individuals and organizations about gender-related issues and offers training workshops for both children and adults. Aks Foundation was established in 2008 and is active in raising awareness and providing assistance to those affected by violence.",https://aksfoundation.org/,8793088814,https://aksfoundation.org/,,Call the 24/7 Crisis Line at +91 8793 088 814 if you or someone you know needs support regarding abuse.
Sage Wellness Center,,,,,,
Saint Francis Residential Community,,,6094948861,https://www.stfranciscenterlbi.org/contact,,
Saint Clare's Adult Crisis Intervention Services (ACIS),"Adult Crisis Intervention Services (ACIS) is located at 25 Pocono Road, Denville, NJ 07834. Patients can schedule an ER Reservation by texting 'ER Now' to either Denville at (973) 434-5489 or Dover at (973) 791-7434. The Denville ER wait time is approximately 53 minutes. ACIS operates 24/7 and aims to provide support during life crises, with treatment led by a multidisciplinary team including psychiatrists, nurses, and social workers. The average stay is 3-5 days, with a 48-hour notice required for early discharge. Visitors over 16 are allowed during designated hours, and personal cell phone use is not permitted. A medical evaluation, including a physical exam and bloodwork, is required upon admission.",https://saintclares.com/services/behavioral-health-services/adult-crisis-intervention/,9732995475,https://saintclares.com/services/behavioral-health-services/adult-crisis-intervention/,"25 Pocono Road Denville, NJ 07834",Text ‘ER Now’ to Denville: (973) 434-5489 or Dover: (973) 791-7434 to schedule your ER Reservation.
Saint Vincent de Paul Pantry - Holy Trinity Church,"The St. Vincent de Paul Food Pantry at Holy Trinity Church in Hackensack, New Jersey, aims to provide food products to those in need without prejudice. It is operated by Mercy House and is located at 17 Clinton Place. The pantry is open every other Saturday from 9:00 AM until 11:00 AM or until food supplies run out. There are no specific requirements mentioned for those seeking assistance.",http://holytrinity1861.org/?page_id=1881,,,17 Clinton Place,Visit the St. Vincent de Paul Food Pantry on the next open Saturday from 9:00 AM to 11:00 AM to receive food assistance.
Saint Clare's Denville Hospital (Wellness and Recovery Center),"The Wellness and Recovery Center at Saint Clare’s is located at 56 Morris Ave., Denville, NJ 07834. It offers urgent mental health care in a dedicated setting and provides services such as crisis intervention, counseling, case management, and peer support. The center operates Monday, Friday, and Saturday from 9:00 AM to 5:30 PM, and Tuesday, Wednesday, and Thursday from 9:00 AM to 8:30 PM. After-hours support is available by phone seven days a week. Services are not denied based on the ability to pay, and referrals can come from individuals, clinicians, or family members. For more information, call 973-625-0096.",https://saintclares.com/services/behavioral-health-services/wellness-and-recovery-center/,9736250096,https://saintclares.com/services/behavioral-health-services/wellness-and-recovery-center/,"56 Morris Ave.  
Denville, NJ 07834",Text ‘ER Now’ to Denville: (973) 434-5489 or Dover: (973) 791-7434 to schedule your ER Reservation.
Salem County Board of Social Services,"The Salem County Board of Social Services (SCBSS) is located at 147 South Virginia Avenue, Penns Grove, NJ 08069. Their hours of operation are Monday to Friday from 8:00 AM to 4:00 PM. They provide various programs and services including Medicaid, NJ FamilyCare, Temporary Assistance to Needy Families (TANF), General Assistance, Supplemental Nutrition Assistance Program (SNAP), Emergency Assistance, and Child Support. Their mission is to effectively administer Federal and State public assistance programs to meet the needs of Salem County residents. For inquiries, they can be reached at (856) 299-7200.",https://www.scbssnj.org/,8562997200,https://www.scbssnj.org/,"147 South Virginia Avenue, Penns Grove, NJ 08069",Call (856) 299-7200 to inquire about available programs and services that you may qualify for.
Salem County Inter Agency Council of Human Services,"The Salem County Inter Agency Council of Human Services focuses on communication and collaboration to enhance community vitality in Salem County, New Jersey. The council actively engages with local, state, and federal entities to address needs and experiences related to various services, particularly for children, youth, and families. They offer support and initiatives in areas such as mental health, disability services, recreation, juvenile justice, and food insecurity. 

Location: Salem County, New Jersey.  
Hours: Not specified on the website.  
Requirements: Community members are encouraged to engage and provide input on their needs and experiences.",https://www.salemcountyiac.org/,8569357510,https://www.salemcountynj.gov/departments/inter-agency-council/,"""""",Contact Salem County Inter Agency Council to provide feedback on local services.
"Salem County Resources for Independent Living, Inc.","Resources for Independent Living (RILNJ) offers various support services and programs for individuals seeking independent living skills. It was founded in 1993 and operates offices in Burlington, Vineland, and Pennsville, New Jersey. 

Locations:
- Burlington Office: 351 High Street, Suite 103, Burlington, NJ 08016, Phone: 609-747-7745
- Cumberland Office: 614 E. Landis Avenue, 1st Floor, Vineland, NJ 08360, Phone: 856-825-0255
- Salem Office: 193 N. Broadway, Pennsville, NJ 08070, Phone: 856-678-9400

Hours are not explicitly listed on the website.

Requirements for services may include volunteering time or making donations to help support their programs. They offer a variety of services including job preparation, health and wellness, and independent living skills training.",https://rilnj.org/,,https://www.facebook.com/rilsalemcounty/,"351 High Street, Suite 103, Burlington, NJ 08016",Make a donation.
Salem County Office on Aging and Disabilities,"The Salem County Office of Aging & Disabilities is located at 110 Fifth Street, #900, Salem, NJ 08079. The office provides various services to seniors and individuals with disabilities, aiming to support their independence and self-advocacy. 

Hours of operation are not specified on the website, but services can be accessed by calling 856-339-8622. Requirements for specific programs vary; for example, to qualify for the Personal Assistance Services Program, applicants must be NJ residents aged 18 or older with a permanent disability and capable of self-directing services. 

Other programs include transportation services for seniors and disabled residents, food vouchers for eligible seniors, legal services, and various health and wellness initiatives. A free special needs registry for emergency support is also available for Salem County residents.",https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/,8563398622,https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/,"110 Fifth Street, #900 Salem, NJ 08079",Contact the Office on Aging & Disabilities at 856-339-8622 to inquire about resources or programs available for seniors and individuals with disabilities.
Salvation Army,"The Salvation Army New Jersey Division operates multiple locations throughout New Jersey, including Asbury Park, Atlantic City, and Newark, among others. To find a specific unit, you can visit their website or call the listed phone numbers for directions or more information. The organization provides various services, such as addiction rehabilitation, food pantries, youth programs, emergency disaster services, veterans services, and housing assistance.

Hours of operation may vary by location, and specific requirements for services may depend on the type of assistance needed. For donations, volunteering, or inquiries about assistance, you can contact the nearest Corps or visit their website.",https://easternusa.salvationarmy.org/new-jersey/,1800SALARMY,https://easternusa.salvationarmy.org/new-jersey/contact-us/,"4 Gary Road, UNION, New Jersey 07083",Donate goods or clothing to the Salvation Army New Jersey Division.
Salvation Army - Dover,"The Salvation Army in Dover, New Jersey, is dedicated to providing social services and spiritual programs to the local community, including several towns in Morris County. Their address is 76 North Bergen Street, Dover, NJ 07801. 

Operating hours for their food pantry are Wednesdays from 9:00 AM to 12:00 PM, with a requirement to bring identification each time. The organization also runs a diaper bank and soup kitchen and provides financial assistance for rent, utilities, and temporary lodging.

For access to their Food and Diaper Bank, clients need to present a photo ID and proof of address. Additional programs, like the Angel Tree, require an application process with specific documentation.

Worship services are held on Sundays at 10:00 AM and 11:00 AM. For more information, you can call (973) 366-0764.",https://easternusa.salvationarmy.org/new-jersey/dover/,9733660764,https://easternusa.salvationarmy.org/new-jersey/dover/,"76 North Bergen Street, Dover, NJ 07801","Sign up for updates by entering your name, email, and zip code."
Salvation Army,"The Salvation Army New Jersey Division offers various services including addiction rehabilitation, food pantry programs, housing assistance, and youth programs at multiple locations throughout New Jersey. Key addresses include Asbury Park, Atlantic City, and Newark, among others. Specific hours of operation may vary by location, and individuals seeking assistance can visit designated centers or contact them directly via provided phone numbers. Donations can be made in the form of goods, clothing, furniture, and monetary contributions, with options for volunteering available as well. For exact hours and specific requirements, it's recommended to contact the local location or visit the website.",https://easternusa.salvationarmy.org/new-jersey/,1800SALARMY,https://easternusa.salvationarmy.org/new-jersey/contact-us/,"4 Gary Road, UNION, New Jersey 07083",Donate goods or clothing to the Salvation Army.
Salvation Army (Plainfield),"The Salvation Army Plainfield is located at 615 Watchung Avenue, Plainfield, NJ 07060. They offer various community programs and services, including a worship service every Sunday at 11:00 AM, soup kitchen meals, and a community food pantry. Their hours for the soup kitchen are Monday, Wednesday, and Thursday from 12:00 PM - 1:00 PM, and the food pantry operates Tuesday to Thursday from 9:30 AM - 11:30 AM. To volunteer or donate, contact them at (908) 756-2595. Donations can be made in the form of non-perishable foods, hygiene items, and by calling for furniture pickup at 1-800-SA-Truck.",https://easternusa.salvationarmy.org/new-jersey/plainfield/,9087562595,https://easternusa.salvationarmy.org/new-jersey/plainfield/,"615 Watchung Avenue, Plainfield, NJ 07060","Donate goods or clothing by calling 1-800-SA-Truck or dropping off items at 95 Rock Ave, Plainfield, NJ 07063."
Salvation Army of New Jersey- Vineland Corps,"The Salvation Army Vineland, located at 733 East Chestnut Avenue, Vineland, New Jersey 08362, offers various community programs and services. They are open for social services and outreach from Monday to Thursday, 9:00 AM to 2:00 PM. Their weekly schedule includes a prayer meeting, Sunday school, worship services, and various ministry meetings. Additional services such as assistance with rent, electricity, and gas are available on a case-by-case basis, depending on funding. The organization holds a back-to-school event on August 10 at 5 PM for school supplies, where children must be present. They also offer ESL classes on Tuesdays and Thursdays from 6-8 PM, with prior sign-up required. For more information, contact them at (856) 696-5050.",https://easternusa.salvationarmy.org/new-jersey/vineland/,8566965050,https://easternusa.salvationarmy.org/new-jersey/vineland/,"733 East Chestnut Avenue, VINELAND, New Jersey 08362",Donate goods or clothing to the Salvation Army Vineland.
Samaritan Center of Glassboro Food bank,"The Samaritan Center of Glassboro, Inc. is a 501(c)3 non-profit organization located at 123A East High Street, Glassboro, NJ 08028. They provide food and clothing for residents experiencing economic difficulties. Eligible individuals and families can receive free food once a month on Mondays and Wednesdays from 12 PM to 3 PM, and gently used clothing can be purchased on Tuesdays and Thursdays from 9 AM to 11 AM, with prices ranging from 25 cents to $3.00. The center primarily serves only Glassboro residents who meet federal low-income guidelines.",https://www.glassborofoodbank.org/,8568639030,https://www.glassborofoodbank.org/,"123A East High Street, Glassboro, NJ 08028","Donate canned vegetables, peanut butter, jelly, soup, juice, pasta sauce, or tuna."
SAMHSAâ€™s National Helpline,,,,,,
SAMHSA,,,,,,
Samaritan Homeless Interim Program,"The Samaritan Homeless Interim Program (SHIP) is located at 87 East High Street, Somerville, New Jersey 08876. They provide emergency housing, advocacy, counseling, and support services for individuals and families in need, particularly those who are homeless or near homeless. SHIP has been serving the community since 1984 and offers its services at no charge. They tailor their assistance based on each client's unique situation, including issues like hunger, substance abuse, mental health, and self-sufficiency. For more information, they can be reached at 908-393-9545.",https://www.ship908.com/,9083939545,https://www.ship908.com/,"87 East High Street, Somerville, New Jersey 08876",Make a donation to support the mission of Samaritan Homeless Interim Program.
"Sangeeta Garg, MD",,,,,,
Second Chance Thrift Shop,"Second Chance Thrift Shop is located in New Jersey. The shop offers a variety of thrift items, promoting sustainability and community support. Hours of operation and specific requirements for donations or shopping are not provided on the Instagram page, so it's best to check directly with the shop for detailed information.",https://www.instagram.com/secondchancethriftshopnj/?hl=en,,https://www.facebook.com/friendssecondchance/,"""""",Visit their Instagram page and follow them for updates and new arrivals.
Section 8 Housing Choice Vouchers,"The New Jersey Department of Community Affairs (DCA) provides the Housing Choice Voucher Program (HCVP) to assist residents with rent payments for safe and sanitary housing. The program is currently closed for new applications, but pre-applications for the waiting list were accepted online from January 17, 2023, 9:00 AM EST to February 3, 2023, 5:00 PM EST. Applicants must be at least 18 years old or emancipated minors and meet federal income and eligibility standards. Preferences are given to veterans, homeless individuals, those living with disabilities, domestic violence survivors, and local residents. Applications are processed through a lottery system, and only one application per household is allowed. To apply or for assistance, contact DCA-DHCR at 609-292-4080, available 8:00 AM to 8:00 PM daily, or email customer.service@dca.nj.gov. Information is also available in multiple languages online.",https://www.nj.gov/dca/vouchers.html,6092924080,https://www.nj.gov/dca/vouchers.html,"PO Box 800, Trenton, NJ 08625-0800",Apply for the Section 8 Housing Choice Voucher Program by submitting your pre-application online at https://www.WaitlistCheck.com/NJ559 during the open enrollment period.
Scoot Transportation Program,"SCOOT Transportation in Salem County, NJ, provides transportation services for residents who are 60 years or older, individuals with disabilities, and those living in designated rural areas. The service operates Monday through Friday from 10:00 am to 3:00 pm, requiring reservations at least 48 hours in advance. Fares are $3.00 for one-way non-medical trips, and transportation is available within Salem County, surrounding counties, areas of Delaware, and Philadelphia. The service is curb-to-curb, prioritizing requests based on a first-come, first-served basis, and participants must notify the service of cancellations to avoid NO-SHOW penalties. For more information or to make reservations, contact them at 856-339-8644.",https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/scoot-transportation/,8563398644,https://health.salemcountynj.gov/human-services/office-of-aging-disabilities/scoot-transportation/,"110 Fifth Street • Suite 500, Salem, NJ 08079",Call 856-339-8644 to make a reservation for SCOOT Transportation services.
Salem County Department of Health and Human Services,"The Salem County Department of Health & Human Services is located at 110 Fifth Street, Suite 500, Salem, NJ 08079. Their contact number is 856-935-7510. The department operates to prevent, promote, and protect public health and offers various services, including environmental health, public health nursing, and human services. They provide community resources, immunizations, STD services, and support for caregivers, seniors, and those with disabilities. There are ongoing programs, events, and volunteer opportunities available. For emergencies after hours, the contact number is 856-769-1955. Some resources, such as the Senior Farm Market, may require eligibility verification for participation.",https://health.salemcountynj.gov/,8569357510,https://health.salemcountynj.gov/home-2/contact-us/,"110 Fifth Street, Suite 500, Salem, NJ 08079",Sign up for the Salem County Special Needs Registry.
Seeds Of Service,"Seeds of Service is located at 725 Mantoloking Road, Brick, NJ 08723. While specific hours are not listed on the website, they offer a variety of services focused on improving access to assistance and resources in times of need. They partner with local schools, businesses, and organizations to provide outreach and support. Volunteers are welcomed, and online orders made through their store help fund community programs. For further details, you can contact them at 732-746-3456.",https://www.seedsofservice.help/,7327463456,https://www.seedsofservice.help/contact/,"725 Mantoloking Road, Brick, NJ 08723",Shop for a Cause
Seeking Tai Chi,"Seeking Tai Chi in Bridgewater, NJ offers classes focused on the practice of Tai Chi. The location is in Bridgewater, and it typically operates throughout the week with various class times. Participants should wear comfortable clothing and may need to sign a waiver or provide some personal information prior to joining.",https://www.facebook.com/SeekingTaichi/,,https://www.facebook.com/SeekingTaichi/,"Bridgewater, NJ","Contact a local Tai Chi studio in Bridgewater, NJ to inquire about class schedules and availability."
Senior Meal Program,"The New Jersey Department of Health's WIC (Women, Infants, and Children) program provides nutritional support and education primarily for low-income families. To access WIC services, individuals must apply and meet eligibility requirements, which typically include income guidelines and residency in New Jersey. 

Location information can be found on the website through a tool to locate nearby WIC local agencies. The program emphasizes breastfeeding promotion and offers resources for nutrition education. 

The specific hours of service may vary by local agency, so it's recommended to check directly with the agency for exact hours. Participants can utilize eWIC benefits, which simplify the process of redeeming benefits at participating vendors.",https://www.nj.gov/health/fhs/wic/senior-nutrition,8772223737,https://nj211.org/nutrition-programs-for-senior-citizens,"P. O. Box 360, Trenton, NJ 08625-0360",Apply for WIC.
Senior Citizen Programs & Information,"The official website for the State of New Jersey offers a dedicated section for Senior Services, providing resources for health and wellness, housing options, benefits, and assistance programs. 

Location: New Jersey (statewide)  
Hours: Not specified  
Requirements: Generally, services might require eligibility criteria based on age, income, or disability status. Specific programs like Medicare, SHIP, and PAAD may have their own requirements. 

For detailed information, seniors can refer to the Aging & Disability Resource Connection and other links provided on the site.",https://www.nj.gov/nj/community/senior,,https://www.nj.gov/nj/community/senior,,Visit the Senior Services section on the New Jersey state website to explore available resources and support programs.
Senior Medicare Patrol,"The Senior Medicare Patrol of New Jersey (SMPNJ) is dedicated to empowering and assisting Medicare beneficiaries in New Jersey to prevent, detect, and report healthcare fraud, errors, and abuse. Located in New Jersey, SMPNJ operates on a statewide basis and offers consumer education through presentations and events. Individuals can reach out for help or information at 1-732-777-1940 or 1-877-767-4359. The program is part of a national effort funded by the U.S. Administration for Community Living to combat Medicare fraud. There are no specific hours listed on the website.",https://seniormedicarepatrolnj.org/,18777674359,https://seniormedicarepatrolnj.org/contact-us/,"JFS of Middlesex County, New Jersey",Call Senior Medicare Patrol of New Jersey at 1-877-767-4359 if you or someone you know has been scammed or cheated.
